DEPTH,CAL,AC,GR,SP
777.078,23.472,279.434,70.763,47.451
777.203,23.474,280.533,70.531,47.497
777.328,23.479,281.126,70.64,47.54
777.453,23.495,282.302,71.641,47.66
777.578,23.507,282.998,71.45,47.772
777.703,23.505,283.126,70.606,47.826
777.828,23.483,283.13,69.093,47.894
777.953,23.456,282.701,69.22,47.94
778.078,23.448,282.311,69.89,47.957
778.203,23.444,281.696,71.105,48
778.328,23.447,281.537,71.767,48.097
778.453,23.448,281.399,71.969,48.158
778.578,23.449,280.885,72.296,48.269
778.703,23.449,280.189,72.583,48.369
778.828,23.447,279.734,72.644,48.408
778.953,23.44,279.066,72.484,48.447
779.078,23.435,279.05,72.276,48.463
779.203,23.426,279.325,71.431,48.458
779.328,23.417,279.76,70.562,48.447
779.453,23.412,280.065,69.976,48.443
779.578,23.407,280.461,68.012,48.419
779.703,23.413,280.458,66.534,48.417
779.828,23.418,280.34,66.657,48.417
779.953,23.427,279.751,68.139,48.424
780.078,23.437,279.163,69.368,48.435
780.203,23.444,279.042,69.468,48.424
780.328,23.46,278.837,68.512,48.407
780.453,23.467,278.726,67.398,48.398
780.578,23.477,278.957,64.982,48.366
780.703,23.483,279.89,64.69,48.33
780.828,23.487,280.326,65.544,48.303
780.953,23.494,280.778,67.612,48.248
781.078,23.495,280.98,68.783,48.202
781.203,23.492,281,69.088,48.198
781.328,23.483,280.575,68.913,48.227
781.453,23.473,279.737,67.611,48.27
781.578,23.467,279.368,66.848,48.3
781.703,23.455,278.558,65.813,48.372
781.828,23.439,276.984,65.661,48.419
781.953,23.428,275.991,66.015,48.434
782.078,23.405,274.609,67.433,48.466
782.203,23.395,274.566,68.524,48.495
782.328,23.388,275.687,71.478,48.535
782.453,23.392,277.731,75.293,48.584
782.578,23.394,278.902,76.935,48.623
782.703,23.395,280.656,78.319,48.701
782.828,23.395,280.753,77.281,48.76
782.953,23.391,280.447,76.518,48.778
783.078,23.374,280.005,74.853,48.823
783.203,23.358,280.111,73.177,48.871
783.328,23.354,280.404,72.536,48.892
783.453,23.354,281.383,71.751,48.922
783.578,23.356,281.963,71.458,48.937
783.703,23.36,282.974,70.703,48.933
783.828,23.366,283.637,69.949,48.923
783.953,23.372,283.92,69.731,48.909
784.078,23.389,284.28,69.818,48.903
784.203,23.408,284.275,70.997,48.888
784.328,23.416,284.305,71.76,48.872
784.453,23.425,284.376,72.299,48.862
784.578,23.43,284.114,70.937,48.832
784.703,23.431,283.946,70.022,48.821
784.828,23.427,283.665,69.059,48.812
784.953,23.424,283.524,69.758,48.803
785.078,23.426,283.482,70.446,48.793
785.203,23.437,283.107,71.922,48.813
785.328,23.443,282.816,72.45,48.826
785.453,23.449,282.407,72.852,48.865
785.578,23.447,281.937,72.059,48.927
785.703,23.445,281.652,71.24,48.956
785.828,23.442,281.549,68.984,48.987
785.953,23.438,281.888,66.725,48.979
786.078,23.435,281.988,65.941,48.967
786.203,23.432,282.254,65.392,48.934
786.328,23.438,282.779,65.637,48.888
786.453,23.444,282.99,65.715,48.879
786.578,23.453,282.935,65.401,48.89
786.703,23.443,282.028,64.929,48.945
786.828,23.43,281.418,64.927,48.976
786.953,23.398,280.475,65.752,49.034
787.078,23.385,280.241,66.628,49.057
787.203,23.374,280.411,68.378,49.088
787.328,23.368,281.653,69.387,49.099
787.453,23.359,282.456,69.948,49.086
787.578,23.33,283.297,71.453,49.053
787.703,23.295,282.708,72.006,49.011
787.828,23.277,282.246,71.509,48.985
787.953,23.237,281.385,69.751,48.948
788.078,23.192,280.667,68.595,48.961
788.203,23.169,280.612,68.307,48.986
788.328,23.126,280.978,68.189,49.077
788.453,23.108,281.062,68.428,49.118
788.578,23.084,280.939,69.337,49.167
788.703,23.086,280.704,69.907,49.188
788.828,23.095,280.448,70.06,49.182
788.953,23.124,279.876,71.008,49.166
789.078,23.15,279.262,72.725,49.164
789.203,23.155,278.597,73.315,49.175
789.328,23.14,276.553,72.729,49.209
789.453,23.109,274.57,70.864,49.228
789.578,23.101,273.857,70.722,49.24
789.703,23.104,273.246,72.829,49.241
789.828,23.109,273.678,74.506,49.25
789.953,23.105,274.138,73.906,49.254
790.078,23.088,275.262,71.304,49.275
790.203,23.078,275.773,70.719,49.277
790.328,23.059,276.373,71.981,49.283
790.453,23.035,276.642,73.512,49.309
790.578,23.018,276.791,73.517,49.331
790.703,22.965,277.179,72.591,49.403
790.828,22.888,277.501,71.632,49.486
790.953,22.844,277.571,71.31,49.534
791.078,22.753,277.712,71.023,49.627
791.203,22.659,278.061,71.178,49.67
791.328,22.61,278.181,71.189,49.69
791.453,22.515,278.067,71.009,49.726
791.578,22.475,277.901,70.864,49.746
791.703,22.422,277.448,70.633,49.768
791.828,22.403,276.749,70.495,49.769
791.953,22.402,276.417,70.397,49.779
792.078,22.405,276.127,70.073,49.795
792.203,22.409,276.249,69.564,49.787
792.328,22.408,276.291,69.257,49.789
792.453,22.398,276.021,69.094,49.801
792.578,22.376,275.463,69.639,49.826
792.703,22.36,275.267,70.336,49.834
792.828,22.326,275.073,72.223,49.851
792.953,22.298,275.064,72.926,49.869
793.078,22.29,275.186,72.571,49.858
793.203,22.281,275.503,71.228,49.827
793.328,22.278,275.519,70.578,49.826
793.453,22.274,275.258,69.328,49.817
793.578,22.271,274.957,68.487,49.811
793.703,22.271,274.628,68.783,49.795
793.828,22.273,273.107,70.451,49.763
793.953,22.28,271.286,70.686,49.692
794.078,22.284,270.67,69.914,49.634
794.203,22.288,269.761,67.91,49.542
794.328,22.288,269.119,66.531,49.428
794.453,22.285,269.106,65.996,49.364
794.578,22.277,269.329,65.626,49.228
794.703,22.274,269.26,66.11,49.163
794.828,22.274,268.903,67.824,49.058
794.953,22.276,268.804,68.874,48.975
795.078,22.276,268.79,68.997,48.963
795.203,22.278,268.552,69.378,48.956
795.328,22.287,268.006,70.513,48.977
795.453,22.294,267.709,70.984,49.002
795.578,22.305,267.183,71.402,49.062
795.703,22.309,266.651,71.715,49.132
795.828,22.309,266.42,71.696,49.149
795.953,22.306,266.078,70.619,49.166
796.078,22.303,265.793,69.176,49.16
796.203,22.304,265.721,69.138,49.16
796.328,22.316,265.717,70.079,49.161
796.453,22.325,265.741,70.314,49.165
796.578,22.344,265.939,69.846,49.165
796.703,22.358,266.363,70.242,49.188
796.828,22.366,266.592,71.39,49.192
796.953,22.381,267.095,74.814,49.163
797.078,22.39,267.58,76.751,49.147
797.203,22.391,267.754,76.58,49.145
797.328,22.395,267.976,75.29,49.151
797.453,22.399,268.076,75.569,49.13
797.578,22.401,268.09,76.55,49.123
797.703,22.401,268.04,78.571,49.135
797.828,22.399,267.82,79.457,49.155
797.953,22.397,267.625,79.659,49.165
798.078,22.39,267.082,79.808,49.212
798.203,22.387,266.724,79.793,49.25
798.328,22.389,265.706,79.725,49.305
798.453,22.395,264.325,80.126,49.307
798.578,22.396,263.605,80.911,49.294
798.703,22.396,262.404,83.802,49.266
798.828,22.398,262.338,86.963,49.236
798.953,22.4,262.957,87.765,49.215
799.078,22.402,265.215,86.939,49.175
799.203,22.399,268.27,83.62,49.124
799.328,22.397,269.742,81.735,49.104
799.453,22.394,271.563,79.739,49.067
799.578,22.394,271.897,80.027,49.042
799.703,22.391,272.144,81.233,48.99
799.828,22.383,272.182,80.003,48.912
799.953,22.379,272.117,78.087,48.876
800.078,22.378,272.004,73.42,48.794
800.203,22.376,272,69.609,48.721
800.328,22.37,271.849,68.371,48.707
800.453,22.346,271.072,67.595,48.71
800.578,22.321,270.576,67.713,48.726
800.703,22.312,270.45,67.648,48.733
800.828,22.296,269.329,68.348,48.732
800.953,22.279,267.542,71.791,48.762
801.078,22.274,267.067,74.095,48.758
801.203,22.275,267.182,77.829,48.711
801.328,22.281,267.645,78.994,48.689
801.453,22.293,269.495,80.586,48.635
801.578,22.301,272.077,82.859,48.587
801.703,22.304,273.132,84.235,48.583
801.828,22.309,274.204,85.812,48.585
801.953,22.309,274.274,84.158,48.62
802.078,22.306,274.1,82.28,48.627
802.203,22.296,273.373,78.705,48.643
802.328,22.286,272.213,76.897,48.657
802.453,22.282,271.647,76.339,48.649
802.578,22.277,270.967,75.239,48.653
802.703,22.276,270.876,74.587,48.651
802.828,22.277,270.908,72.667,48.634
802.953,22.278,270.869,70.89,48.616
803.078,22.278,270.739,70.664,48.616
803.203,22.281,270.177,71.977,48.619
803.328,22.281,269.343,72.576,48.643
803.453,22.28,268.929,71.279,48.655
803.578,22.275,268.195,66.361,48.708
803.703,22.268,267.508,62.918,48.768
803.828,22.266,267.181,62.602,48.8
803.953,22.266,266.86,63.515,48.901
804.078,22.271,267.144,64.299,48.998
804.203,22.273,267.453,64.586,49.053
804.328,22.271,268.89,65.502,49.141
804.453,22.267,270.306,66.029,49.2
804.578,22.255,273.705,66.179,49.351
804.703,22.249,275.585,65.102,49.496
804.828,22.25,275.811,64.662,49.572
804.953,22.253,275.224,64.751,49.693
805.078,22.251,273.576,64.74,49.755
805.203,22.249,272.986,64.117,49.762
805.328,22.25,272.613,62.73,49.75
805.453,22.255,272.181,63.464,49.744
805.578,22.258,272.176,64.247,49.751
805.703,22.263,271.973,64.65,49.801
805.828,22.264,271.054,64.064,49.849
805.953,22.264,269.311,62.636,49.954
806.078,22.261,269.793,62.09,50.029
806.203,22.262,269.73,61.95,50.038
806.328,22.27,268.693,61.596,50.057
806.453,22.282,268.764,61.054,50.004
806.578,22.287,268.768,60.685,49.979
806.703,22.297,268.255,60.173,49.955
806.828,22.304,268.115,60.635,49.981
806.953,22.309,267.9,61.304,49.989
807.078,22.326,267.949,63.422,49.983
807.203,22.347,269.915,66.457,50.009
807.328,22.359,270.928,67.978,50.022
807.453,22.393,272.402,69.583,50.028
807.578,22.413,273.161,69.499,50.036
807.703,22.449,273.693,68.046,50.061
807.828,22.47,271.665,65.986,50.084
807.953,22.477,270.308,65.195,50.112
808.078,22.485,267.977,65.029,50.195
808.203,22.487,265.965,65.634,50.305
808.328,22.486,265.346,65.313,50.362
808.453,22.487,265.015,63.466,50.443
808.578,22.498,264.754,62.838,50.478
808.703,22.508,264.446,63.421,50.487
808.828,22.532,262.898,65.028,50.504
808.953,22.542,261.363,65.262,50.517
809.078,22.555,257.241,64.209,50.521
809.203,22.57,252.392,62.595,50.515
809.328,22.579,249.917,61.813,50.513
809.453,22.594,245.725,60.154,50.491
809.578,22.594,240.906,57.953,50.441
809.703,22.589,237.682,56.702,50.399
809.828,22.578,231.057,55.038,50.299
809.953,22.575,225.892,55.298,50.213
810.078,22.576,224.717,56.252,50.172
810.203,22.585,228.148,60.275,50.128
810.328,22.619,238.793,65.491,50.139
810.453,22.645,244.866,67.528,50.148
810.578,22.692,252.948,69.008,50.134
810.703,22.702,253.63,68.419,50.102
810.828,22.69,250.08,65.684,50.032
810.953,22.67,244.781,62.8,49.959
811.078,22.667,242.586,62.224,49.911
811.203,22.678,242.204,64.2,49.843
811.328,22.711,247.766,68.161,49.781
811.453,22.734,250.791,69.528,49.755
811.578,22.778,254.766,70.599,49.678
811.703,22.798,257.271,71.238,49.617
811.828,22.794,258.271,72.151,49.593
811.953,22.774,259.623,75.659,49.503
812.078,22.766,260.337,80.062,49.426
812.203,22.77,260.559,81.656,49.4
812.328,22.783,260.715,82.455,49.352
812.453,22.789,260.69,81.742,49.344
812.578,22.8,261.134,80.307,49.339
812.703,22.817,263.017,80.049,49.369
812.828,22.826,264.341,79.577,49.386
812.953,22.836,267.409,77.147,49.405
813.078,22.843,270.628,74.514,49.427
813.203,22.852,271.788,73.53,49.428
813.328,22.88,272.901,71.572,49.399
813.453,22.907,273.44,69.346,49.338
813.578,22.913,273.637,68.662,49.281
813.703,22.917,273.863,68.387,49.138
813.828,22.918,273.987,68.378,49.04
813.953,22.92,274.273,68.62,48.791
814.078,22.92,274.41,69.168,48.502
814.203,22.917,274.318,69.463,48.326
814.328,22.907,273.656,71.228,47.979
814.453,22.894,272.818,76.706,47.652
814.578,22.889,272.504,80.271,47.508
814.703,22.885,272.055,86.111,47.235
814.828,22.887,272.116,88.387,47.014
814.953,22.888,272.4,88.411,46.927
815.078,22.892,272.983,87.513,46.76
815.203,22.898,273.16,87.26,46.634
815.328,22.902,273.208,87.308,46.611
815.453,22.91,273.531,85.573,46.65
815.578,22.914,273.813,83.194,46.688
815.703,22.917,274.471,77.15,46.838
815.828,22.914,275.084,73.958,47.047
815.953,22.911,275.31,73.803,47.159
816.078,22.908,275.61,73.928,47.362
816.203,22.913,275.805,72.27,47.563
816.328,22.918,275.818,70.92,47.65
816.453,22.931,275.687,68.729,47.819
816.578,22.941,275.381,68.621,47.965
816.703,22.943,275.083,68.939,48.033
816.828,22.943,274.373,69.36,48.13
816.953,22.941,274.129,69.505,48.18
817.078,22.933,273.927,69.962,48.298
817.203,22.925,274.04,69.28,48.451
817.328,22.923,274.247,68.124,48.563
817.453,22.925,274.719,66.001,48.821
817.578,22.934,274.973,67.773,49.12
817.703,22.937,275.054,69.912,49.281
817.828,22.94,275.123,73.479,49.601
817.953,22.938,274.925,73.87,49.894
818.078,22.938,274.744,73.119,50.014
818.203,22.939,274.41,70.828,50.228
818.328,22.946,274.116,68.715,50.377
818.453,22.952,273.905,68.364,50.439
818.578,22.97,273.596,69.901,50.559
818.703,22.979,273.633,71.474,50.625
818.828,22.989,273.893,74.804,50.757
818.953,22.989,274.058,76.145,50.861
819.078,22.988,274.167,75.775,50.893
819.203,22.99,274.304,73.455,50.91
819.328,22.991,273.867,70.436,50.896
819.453,22.989,273.518,69.337,50.877
819.578,22.986,273.023,68.807,50.822
819.703,22.985,272.641,69.579,50.776
819.828,22.985,272.37,69.859,50.758
819.953,22.975,271.891,69.634,50.73
820.078,22.966,271.719,69.517,50.726
820.203,22.948,271.253,70.277,50.738
820.328,22.944,270.903,71.955,50.731
820.453,22.949,270.922,72.501,50.713
820.578,22.966,271.003,71.942,50.689
820.703,22.98,271.055,70.283,50.619
820.828,22.983,271.155,69.726,50.584
820.953,22.985,271.27,69.045,50.546
821.078,22.989,271.37,68.102,50.569
821.203,22.993,271.541,67.914,50.579
821.328,23.001,271.878,69.702,50.599
821.453,23.006,272.028,72.703,50.612
821.578,23.007,272.096,73.07,50.609
821.703,23.001,272.291,70.879,50.589
821.828,22.998,272.442,69.124,50.588
821.953,22.997,272.827,66.314,50.607
822.078,23.005,273.001,65.888,50.618
822.203,23.009,272.92,66.587,50.625
822.328,23.017,272.657,69.132,50.67
822.453,23.021,272.475,72.262,50.73
822.578,23.02,272.37,73.397,50.751
822.703,23.021,272.265,73.745,50.79
822.828,23.034,272.296,71.13,50.832
822.953,23.042,272.219,69.604,50.85
823.078,23.049,272.122,68.98,50.877
823.203,23.043,272.207,70.876,50.939
823.328,23.041,272.136,71.519,50.979
823.453,23.046,272.048,72.271,51.058
823.578,23.051,272.132,72.846,51.086
823.703,23.059,271.964,74.475,51.132
823.828,23.06,270.888,75.296,51.15
823.953,23.058,270.079,75.337,51.128
824.078,23.055,267.753,75.321,51.056
824.203,23.057,264.141,74.271,50.954
824.328,23.059,262.104,73.173,50.902
824.453,23.062,259.215,71.147,50.822
824.578,23.064,259.597,70.194,50.793
824.703,23.067,260.945,69.846,50.804
824.828,23.081,265.298,68.626,50.82
824.953,23.094,267.822,67.827,50.832
825.078,23.122,271.019,66.791,50.836
825.203,23.135,271.64,66.356,50.799
825.328,23.133,272.248,65.702,50.772
825.453,23.126,273.938,63.367,50.736
825.578,23.127,275.048,61.377,50.729
825.703,23.127,276.114,61.197,50.732
825.828,23.114,278.663,63.024,50.74
825.953,23.097,278.268,67.313,50.728
826.078,23.094,277.117,70.114,50.704
826.203,23.092,274.952,77.109,50.629
826.328,23.075,273.019,85.568,50.56
826.453,23.062,271.833,89.402,50.533
826.578,23.039,269.705,93.945,50.505
826.703,23.035,269.164,94.708,50.498
826.828,23.035,268.956,95.782,50.5
826.953,23.041,269.182,96.374,50.536
827.078,23.045,269.438,95.173,50.539
827.203,23.054,270.175,88.789,50.541
827.328,23.061,271.017,80.814,50.547
827.453,23.063,271.441,77.734,50.543
827.578,23.065,272.161,74.397,50.546
827.703,23.066,272.787,73.138,50.559
827.828,23.066,273.154,72.621,50.588
827.953,23.066,274.072,71.29,50.604
828.078,23.064,274.626,70.789,50.601
828.203,23.058,275.796,70.437,50.563
828.328,23.053,276.688,69.553,50.488
828.453,23.05,276.981,68.722,50.437
828.578,23.04,277.225,68.161,50.315
828.703,23.023,276.922,70.77,50.19
828.828,23.016,276.661,72.521,50.123
828.953,23.008,276.328,73.526,50.004
829.078,23.009,276.46,71.123,49.904
829.203,23.009,276.714,69.802,49.87
829.328,23.005,277.423,68.458,49.817
829.453,22.996,277.93,67.669,49.809
829.578,22.991,278.098,66.764,49.819
829.703,22.98,278.349,64.524,49.865
829.828,22.975,278.343,64.011,49.907
829.953,22.966,278.051,64.922,50.024
830.078,22.962,277.706,66.989,50.166
830.203,22.965,277.529,67.488,50.232
830.328,22.968,277.198,66.411,50.342
830.453,22.962,277.016,64.247,50.398
830.578,22.956,276.925,63.694,50.405
830.703,22.945,276.583,64.173,50.398
830.828,22.944,275.952,65.67,50.394
830.953,22.944,275.501,65.964,50.399
831.078,22.945,274.518,65.664,50.416
831.203,22.945,274.19,65.483,50.435
831.328,22.943,274.092,65.79,50.462
831.453,22.934,274.327,66.088,50.472
831.578,22.927,274.459,65.714,50.477
831.703,22.906,274.747,64.185,50.461
831.828,22.882,274.821,63.446,50.426
831.953,22.868,274.786,63.575,50.399
832.078,22.833,274.787,64.341,50.343
832.203,22.793,274.625,65.35,50.288
832.328,22.776,274.412,65.864,50.26
832.453,22.758,273.718,65.791,50.213
832.578,22.751,272.352,63.915,50.19
832.703,22.746,271.581,62.983,50.19
832.828,22.727,270.618,62.805,50.198
832.953,22.716,270.419,63.696,50.222
833.078,22.7,270.315,65.404,50.298
833.203,22.69,270.72,65.079,50.402
833.328,22.684,270.994,64.422,50.456
833.453,22.662,271.167,63.457,50.573
833.578,22.636,270.894,63.938,50.7
833.703,22.626,270.758,64.699,50.767
833.828,22.619,270.517,66.356,50.894
833.953,22.63,269.956,67.14,50.995
834.078,22.642,269.579,67.03,51.035
834.203,22.669,268.861,66.209,51.088
834.328,22.684,268.016,65.323,51.14
834.453,22.682,267.543,64.998,51.165
834.578,22.669,266.78,64.755,51.219
834.703,22.663,266.512,64.86,51.252
834.828,22.663,266.104,64.638,51.271
834.953,22.7,265.899,63.026,51.269
835.078,22.73,265.864,62.224,51.265
835.203,22.786,265.829,62.46,51.249
835.328,22.815,265.68,64.834,51.259
835.453,22.819,265.519,66.157,51.274
835.578,22.818,265.023,67.872,51.31
835.703,22.803,264.485,67.836,51.327
835.828,22.792,264.304,67.345,51.336
835.953,22.77,264.089,66.563,51.349
836.078,22.765,263.97,66.85,51.359
836.203,22.775,263.592,69.034,51.393
836.328,22.802,262.863,71.262,51.438
836.453,22.815,262.345,71.933,51.465
836.578,22.826,261.284,73.032,51.48
836.703,22.827,260.549,74.274,51.466
836.828,22.829,260.578,74.497,51.443
836.953,22.834,262.243,73.635,51.397
837.078,22.834,265.554,72.487,51.37
837.203,22.832,267.3,72.366,51.363
837.328,22.825,270.459,71.891,51.332
837.453,22.824,272.609,69.756,51.3
837.578,22.829,273.105,68.866,51.282
837.703,22.844,273.424,69.072,51.244
837.828,22.85,273.571,69.76,51.233
837.953,22.852,274.074,70.124,51.2
838.078,22.847,274.506,68.533,51.158
838.203,22.843,274.54,67.681,51.132
838.328,22.829,274.156,67.331,51.104
838.453,22.815,273.531,68.755,51.085
838.578,22.813,273.278,69.619,51.075
838.703,22.825,273.046,69.787,51.045
838.828,22.851,273.121,67.704,51.024
838.953,22.866,273.178,66.638,51.01
839.078,22.892,273.156,65.704,50.94
839.203,22.903,273.006,65.603,50.912
839.328,22.919,272.496,65.231,50.864
839.453,22.93,272.188,64.872,50.826
839.578,22.935,272.12,65.055,50.805
839.703,22.942,271.922,65.87,50.803
839.828,22.952,271.906,66.736,50.812
839.953,22.957,271.979,67.176,50.812
840.078,22.966,271.976,68.301,50.787
840.203,22.969,271.896,68.497,50.722
840.328,22.97,271.941,67.542,50.69
840.453,22.98,272.08,64.057,50.634
840.578,23.02,272.104,61.935,50.583
840.703,23.05,272.104,62.357,50.556
840.828,23.114,272.097,64.773,50.527
840.953,23.139,272.107,65.693,50.525
841.078,23.166,272.257,65.984,50.513
841.203,23.168,272.37,65.661,50.5
841.328,23.167,272.327,65.826,50.507
841.453,23.171,272.201,66.605,50.529
841.578,23.191,271.801,67.593,50.591
841.703,23.205,271.239,68.532,50.614
841.828,23.237,269.58,71.96,50.658
841.953,23.28,268.139,77.147,50.686
842.078,23.304,267.568,79.985,50.708
842.203,23.349,266.559,85.047,50.762
842.328,23.363,266.284,86.759,50.811
842.453,23.374,266.489,87.505,50.951
842.578,23.375,266.898,84.888,51.127
842.703,23.375,266.925,83.221,51.218
842.828,23.377,266.939,81.171,51.381
842.953,23.374,266.729,79.55,51.519
843.078,23.368,266.287,77.9,51.582
843.203,23.349,265.234,73.233,51.714
843.328,23.335,264.711,69.74,51.837
843.453,23.333,264.44,68.971,51.895
843.578,23.335,263.771,68.182,52.002
843.703,23.33,263.357,67.955,52.062
843.828,23.325,263.087,68.521,52.073
843.953,23.324,262.192,71.14,52.084
844.078,23.33,261.756,72.605,52.084
844.203,23.355,261.323,74.233,52.087
844.328,23.377,261.351,73.85,52.109
844.453,23.382,261.408,73.565,52.113
844.578,23.385,261.525,74.175,52.121
844.703,23.385,261.687,76.387,52.133
844.828,23.384,261.719,77.416,52.14
844.953,23.377,261.632,77.63,52.158
845.078,23.374,261.992,74.551,52.187
845.203,23.375,262.474,72.373,52.21
845.328,23.38,263.487,69.283,52.277
845.453,23.384,264.196,68.793,52.372
845.578,23.386,264.583,69.108,52.421
845.703,23.392,265.364,69.483,52.509
845.828,23.394,265.632,69.229,52.529
845.953,23.396,265.985,68.147,52.553
846.078,23.404,266.258,67.541,52.527
846.203,23.41,266.212,67.75,52.507
846.328,23.423,265.47,69.224,52.431
846.453,23.428,264.225,70.859,52.321
846.578,23.425,263.625,71.607,52.265
846.703,23.414,262.743,73.296,52.146
846.828,23.4,262.313,75.553,52.023
846.953,23.393,262.199,76.603,51.969
847.078,23.377,262.425,77.582,51.884
847.203,23.368,262.872,77.651,51.846
847.328,23.345,263.679,77.705,51.754
847.453,23.323,263.861,77.8,51.694
847.578,23.317,263.903,77.84,51.684
847.703,23.317,263.681,77.929,51.664
847.828,23.325,263.079,77.997,51.613
847.953,23.327,263.003,77.685,51.582
848.078,23.324,263.238,76.4,51.492
848.203,23.3,263.173,75.921,51.363
848.328,23.278,262.996,76.336,51.3
848.453,23.224,262.486,78.049,51.198
848.578,23.18,261.959,79.286,51.134
848.703,23.168,261.926,79.164,51.106
848.828,23.154,262.928,77.903,51.056
848.953,23.146,263.716,77.072,51.029
849.078,23.117,264.563,75.825,50.98
849.203,23.084,264.433,74.69,50.923
849.328,23.069,264.183,73.891,50.901
849.453,23.042,263.008,71.682,50.847
849.578,23.019,261.641,69.641,50.824
849.703,23.009,261.266,69.312,50.832
849.828,22.989,260.983,70.581,50.885
849.953,22.962,260.856,72.657,50.944
850.078,22.943,260.821,73.001,50.97
850.203,22.899,260.855,71.68,51.03
850.328,22.878,260.92,70.576,51.06
850.453,22.844,260.979,69.342,51.095
850.578,22.821,260.677,69.87,51.142
850.703,22.814,260.339,70.075,51.178
850.828,22.814,259.614,69.162,51.251
850.953,22.824,259.204,66.922,51.283
851.078,22.828,259.029,65.992,51.29
851.203,22.83,258.659,65.187,51.285
851.328,22.829,258.281,65.383,51.227
851.453,22.829,257.929,65.716,51.174
851.578,22.831,256.882,66.741,51.104
851.703,22.838,256.51,67.469,51.052
851.828,22.849,256.822,67.704,51.039
851.953,22.893,258.196,68.279,51.022
852.078,22.927,259.271,68.65,51.012
852.203,23.003,262.027,68.97,51.022
852.328,23.059,264.329,68.631,51.031
852.453,23.074,265.082,68.545,51.04
852.578,23.083,266.006,68.594,51.042
852.703,23.075,266.211,67.496,51.045
852.828,23.065,266,66.405,51.035
852.953,23.042,264.713,64.748,50.973
853.078,23.035,262.986,65.297,50.904
853.203,23.035,262.484,66.139,50.878
853.328,23.029,262.083,67.259,50.865
853.453,23.022,261.931,66.998,50.869
853.578,23.015,261.471,64.702,50.899
853.703,23.027,260.272,61.821,50.967
853.828,23.035,259.174,60.969,51.003
853.953,23.039,255.282,60.984,51.056
854.078,23.024,249.295,61.979,51.059
854.203,23.015,246.832,62.103,51.064
854.328,23.008,244.554,61.49,51.044
854.453,23.011,243.929,61.671,50.986
854.578,23.011,244.405,62.536,50.965
854.703,23.013,247.811,65.132,50.928
854.828,23.028,251.248,67.375,50.916
854.953,23.043,252.227,68.185,50.905
855.078,23.078,253.968,69.476,50.937
855.203,23.089,254.969,70.094,50.967
855.328,23.093,256.737,70.771,51.034
855.453,23.083,258.211,70.818,51.054
855.578,23.078,259.017,70.868,51.043
855.703,23.066,260.619,71.117,50.979
855.828,23.041,261.97,70.134,50.898
855.953,23.026,262.668,69.022,50.868
856.078,22.999,264.182,66.854,50.849
856.203,22.987,265.617,67.221,50.911
856.328,22.987,266.301,68.191,50.962
856.453,22.992,267.326,69.465,51.073
856.578,22.99,266.991,68.992,51.137
856.703,22.958,263.035,66.116,51.218
856.828,22.901,257.131,63.008,51.262
856.953,22.877,254.696,62.523,51.26
857.078,22.855,250.936,64.568,51.273
857.203,22.86,250.042,68.462,51.327
857.328,22.863,251.205,69.834,51.387
857.453,22.862,254.267,69.961,51.571
857.578,22.852,255.573,68.315,51.751
857.703,22.845,255.875,68.103,51.82
857.828,22.834,256.519,69.962,51.919
857.953,22.828,257.06,72.756,51.97
858.078,22.825,257.325,73.467,51.991
858.203,22.809,257.94,73.398,51.994
858.328,22.794,258.142,73.159,51.995
858.453,22.758,258.023,73.005,51.968
858.578,22.731,258.151,72.875,51.865
858.703,22.725,258.744,72.786,51.794
858.828,22.721,260.939,72.873,51.66
858.953,22.713,264.045,72.431,51.522
859.078,22.7,265.713,71.354,51.452
859.203,22.653,268.219,67.628,51.312
859.328,22.597,268.579,64.289,51.164
859.453,22.574,267.948,63.667,51.071
859.578,22.545,265.743,65.167,50.881
859.703,22.534,263.33,69.045,50.714
859.828,22.53,262.292,71.172,50.638
859.953,22.523,260.947,74.862,50.528
860.078,22.522,260.759,76.168,50.507
860.203,22.519,261.147,77.537,50.543
860.328,22.509,261.824,77.269,50.643
860.453,22.5,262.101,76.674,50.713
860.578,22.482,262.545,75.307,50.876
860.703,22.471,262.832,74.101,51.077
860.828,22.467,262.88,73.25,51.162
860.953,22.46,263.051,70.706,51.332
861.078,22.447,263.431,68.014,51.474
861.203,22.44,263.595,67.036,51.528
861.328,22.425,264.045,65.601,51.578
861.453,22.419,264.393,64.968,51.579
861.578,22.413,264.934,64.852,51.55
861.703,22.414,265.136,67.021,51.504
861.828,22.417,265.235,68.081,51.468
861.953,22.424,265.021,68.301,51.44
862.078,22.424,263.914,66.542,51.41
862.203,22.422,263.452,65.813,51.381
862.328,22.408,263.297,65.49,51.307
862.453,22.378,263.473,66.489,51.195
862.578,22.359,263.761,67.203,51.139
862.703,22.324,265.374,67.793,51.035
862.828,22.301,267.139,67.17,50.99
862.953,22.294,267.667,67.34,50.982
863.078,22.285,268.74,69.766,51.011
863.203,22.282,269.382,71.714,51.044
863.328,22.275,270.254,75.119,51.141
863.453,22.268,270.889,76.459,51.263
863.578,22.268,271.302,76.737,51.331
863.703,22.274,271.67,78.163,51.472
863.828,22.279,271.277,81.238,51.597
863.953,22.279,270.981,83.093,51.646
864.078,22.277,270.124,86.145,51.733
864.203,22.27,269.392,87.621,51.821
864.328,22.265,269.369,87.655,51.877
